video_channelSubscriber,video_viewCount,video_likeCount,video_commentCount,video_num_tag,video_title_len,video_description_len,total_hour_mv_teaser_publish,total_day_mv_published,video_viewCount_mv_official
31100000,238279.0,37018.0,1493.0,18.0,46,480.0,163.98083333333332,375.0,2312579.0
31100000,2376796.0,387349.0,18930.0,31.0,46,521.0,42.02611111111111,383.0,59851721.0
31100000,181923.0,26663.0,2279.0,19.011019283746556,28,465.0,20.002777777777776,388.0,2482713.0
31100000,156056.0,24830.0,1739.0,19.011019283746556,28,464.0,44.00472222222222,388.0,2482713.0
31100000,459677.0,53309.0,2012.0,19.011019283746556,52,881.0,17.99861111111111,393.0,1214751.0
31100000,555603.0,107693.0,4229.0,16.0,59,622.0,19.995277777777776,395.0,4531611.0
31100000,434342.0,71431.0,2850.0,19.0,59,622.0,43.995,395.0,4531611.0
31100000,245532.0,48706.0,2116.0,14.0,64,651.0,17.99388888888889,397.0,1857823.0
31100000,392729.0,56587.0,2063.0,12.0,29,490.0,41.98,411.0,12960062.0
31100000,326593.0,57151.0,2701.0,11.0,29,490.0,65.98583333333333,411.0,12960062.0
31100000,2882546.0,412199.0,21397.0,29.0,35,473.0,37.00222222222222,422.0,86911374.0
31100000,903007.0,103037.0,2548.0,19.011019283746556,50,999.0,24.0025,424.0,2594121.0
31100000,35161.0,3288.0,301.0,7.0,43,356.0,41.998333333333335,431.0,351484.0
